date,home,away,actual,predicted,confidence,h_prob,d_prob,a_prob,n_warn,elo_diff,correct,liga
2023-08-12,Bournemouth,West Ham,draw,home_win,0.4335,0.4335,0.3043,0.2621,2,128.0,False,EPL
2023-08-12,Brighton,Luton,home_win,home_win,0.4159,0.4159,0.3098,0.2744,1,198.9,True,EPL
2023-08-12,Everton,Fulham,away_win,away_win,0.3887,0.2841,0.3272,0.3887,2,-16.2,True,EPL
2023-08-12,Sheffield United,Crystal Palace,away_win,draw,0.3988,0.2659,0.3988,0.3352,1,-192.3,False,EPL
2023-08-12,Newcastle,Aston Villa,home_win,home_win,0.4123,0.4123,0.3049,0.2828,1,14.8,True,EPL
2023-08-13,Brentford,Tottenham,draw,draw,0.3911,0.3211,0.3911,0.2877,1,9.5,True,EPL
2023-08-13,Chelsea,Liverpool,draw,away_win,0.4352,0.3183,0.2465,0.4352,2,-139.6,False,EPL
2023-08-19,Fulham,Brentford,away_win,home_win,0.4083,0.4083,0.2857,0.306,1,96.9,False,EPL
2023-08-19,Liverpool,Bournemouth,home_win,home_win,0.5027,0.5027,0.2615,0.2358,2,212.5,True,EPL
2023-08-19,Wolves,Brighton,away_win,draw,0.3908,0.2881,0.3908,0.3211,1,-37.8,False,EPL
2023-08-20,Aston Villa,Everton,home_win,home_win,0.5257,0.5257,0.2667,0.2076,2,163.7,True,EPL
2023-08-20,West Ham,Chelsea,home_win,draw,0.3982,0.3221,0.3982,0.2796,1,-0.9,False,EPL
2023-08-21,Crystal Palace,Arsenal,away_win,away_win,0.3751,0.3223,0.3026,0.3751,2,-129.3,True,EPL
2023-08-25,Chelsea,Luton,home_win,home_win,0.4301,0.4301,0.2936,0.2763,1,203.1,True,EPL
2023-08-26,Brighton,West Ham,away_win,home_win,0.4088,0.4088,0.3029,0.2884,2,96.7,False,EPL
2023-08-26,Everton,Wolves,away_win,draw,0.3753,0.3272,0.3753,0.2975,1,76.8,False,EPL
2023-08-26,Bournemouth,Tottenham,away_win,home_win,0.4057,0.4057,0.29,0.3043,1,82.5,False,EPL
2023-08-26,Arsenal,Fulham,draw,home_win,0.4505,0.4505,0.2443,0.3052,2,209.4,False,EPL
2023-08-26,Brentford,Crystal Palace,draw,home_win,0.4351,0.4351,0.3033,0.2616,2,23.1,False,EPL
2023-08-27,Burnley,Aston Villa,away_win,away_win,0.4028,0.2929,0.3043,0.4028,1,-196.8,True,EPL
2023-08-27,Newcastle,Liverpool,away_win,away_win,0.4123,0.3314,0.2563,0.4123,1,-126.3,True,EPL
2023-09-01,Luton,West Ham,away_win,draw,0.3944,0.32,0.3944,0.2857,1,-52.2,False,EPL
2023-09-02,Brighton,Newcastle,home_win,draw,0.3618,0.3368,0.3618,0.3014,1,32.5,False,EPL
2023-09-02,Burnley,Tottenham,away_win,away_win,0.4065,0.2725,0.321,0.4065,1,-142.9,True,EPL
2023-09-02,Sheffield United,Everton,draw,draw,0.3875,0.3097,0.3875,0.3028,1,-146.1,True,EPL
2023-09-02,Brentford,Bournemouth,draw,draw,0.3734,0.3287,0.3734,0.2979,1,-23.0,True,EPL
2023-09-03,Crystal Palace,Wolves,home_win,home_win,0.4085,0.4085,0.3166,0.2749,2,123.0,True,EPL
2023-09-03,Liverpool,Aston Villa,home_win,home_win,0.5329,0.5329,0.2481,0.2189,1,191.1,True,EPL
2023-09-16,Tottenham,Sheffield United,home_win,home_win,0.4716,0.4716,0.3509,0.1775,1,305.9,True,EPL
2023-09-16,Newcastle,Brentford,home_win,home_win,0.4419,0.4419,0.2742,0.2839,1,109.2,True,EPL
2023-09-16,Aston Villa,Crystal Palace,home_win,home_win,0.4666,0.4666,0.2769,0.2566,2,117.5,True,EPL
2023-09-16,Wolves,Liverpool,away_win,away_win,0.4812,0.2299,0.2889,0.4812,2,-231.6,True,EPL
2023-09-16,Fulham,Luton,home_win,home_win,0.4138,0.4138,0.3159,0.2703,1,204.1,True,EPL
2023-09-17,Bournemouth,Chelsea,draw,home_win,0.436,0.436,0.2659,0.2981,2,77.1,False,EPL
2023-09-17,Everton,Arsenal,away_win,away_win,0.4689,0.2854,0.2457,0.4689,2,-175.5,True,EPL
2023-09-23,Crystal Palace,Fulham,draw,draw,0.3793,0.3122,0.3793,0.3085,1,30.1,True,EPL
2023-09-23,Luton,Wolves,draw,home_win,0.3747,0.3747,0.3708,0.2545,2,-11.1,False,EPL
2023-09-23,Brentford,Everton,away_win,home_win,0.5156,0.5156,0.2553,0.2291,2,69.3,False,EPL
2023-09-24,Sheffield United,Newcastle,away_win,away_win,0.4175,0.2442,0.3383,0.4175,1,-224.5,True,EPL
2023-09-24,Liverpool,West Ham,home_win,home_win,0.5174,0.5174,0.28,0.2026,2,290.5,True,EPL
2023-09-24,Arsenal,Tottenham,draw,home_win,0.4212,0.4212,0.2385,0.3403,1,215.7,False,EPL
2023-09-24,Brighton,Bournemouth,home_win,draw,0.3807,0.3264,0.3807,0.2929,1,18.7,False,EPL
2023-09-24,Chelsea,Aston Villa,away_win,home_win,0.3963,0.3963,0.3081,0.2955,1,1.5,False,EPL
2023-09-30,Aston Villa,Brighton,home_win,home_win,0.4223,0.4223,0.2766,0.3011,2,102.7,True,EPL
2023-09-30,Bournemouth,Arsenal,away_win,home_win,0.4436,0.4436,0.2233,0.3331,1,-83.2,False,EPL
2023-09-30,Everton,Luton,away_win,draw,0.3564,0.3112,0.3564,0.3324,1,137.9,False,EPL
2023-09-30,Newcastle,Burnley,home_win,home_win,0.4893,0.4893,0.3074,0.2033,1,261.6,True,EPL
2023-09-30,West Ham,Sheffield United,home_win,home_win,0.438,0.438,0.3697,0.1923,1,260.4,True,EPL
2023-09-30,Tottenham,Liverpool,home_win,away_win,0.4096,0.3247,0.2656,0.4096,1,-145.0,False,EPL
2023-10-02,Fulham,Chelsea,away_win,home_win,0.3661,0.3661,0.339,0.2949,2,51.0,False,EPL
2023-10-03,Luton,Burnley,away_win,home_win,0.4222,0.4222,0.3398,0.238,1,95.2,False,EPL
2023-10-07,Luton,Tottenham,away_win,draw,0.3738,0.3016,0.3738,0.3247,1,-97.7,False,EPL
2023-10-07,Burnley,Chelsea,away_win,away_win,0.4041,0.3002,0.2957,0.4041,1,-148.3,True,EPL
2023-10-07,Everton,Bournemouth,home_win,away_win,0.4326,0.2713,0.296,0.4326,2,-42.3,False,EPL
2023-10-07,Fulham,Sheffield United,home_win,home_win,0.4542,0.4542,0.3515,0.1942,1,312.3,True,EPL
2023-10-08,Wolves,Aston Villa,draw,draw,0.3652,0.2867,0.3652,0.348,1,-90.5,True,EPL
2023-10-08,Brighton,Liverpool,draw,away_win,0.4392,0.2989,0.2618,0.4392,2,-143.8,False,EPL
2023-10-08,West Ham,Newcastle,draw,draw,0.3993,0.3055,0.3993,0.2952,1,-14.2,True,EPL
2023-10-21,Liverpool,Everton,home_win,home_win,0.6329,0.6329,0.2336,0.1334,2,304.8,True,EPL
2023-10-21,Bournemouth,Wolves,away_win,home_win,0.4756,0.4756,0.3066,0.2178,2,169.1,False,EPL
2023-10-21,Brentford,Burnley,home_win,home_win,0.4665,0.4665,0.3106,0.223,1,202.4,True,EPL
2023-10-21,Newcastle,Crystal Palace,home_win,home_win,0.4864,0.4864,0.2669,0.2467,2,82.2,True,EPL
2023-10-21,Chelsea,Arsenal,draw,home_win,0.4415,0.4415,0.2085,0.3501,1,-110.3,False,EPL
2023-10-22,Aston Villa,West Ham,home_win,home_win,0.4229,0.4229,0.2982,0.2788,2,149.4,True,EPL
2023-10-23,Tottenham,Fulham,home_win,home_win,0.4175,0.4175,0.3024,0.2801,2,43.6,True,EPL
2023-10-27,Crystal Palace,Tottenham,away_win,draw,0.3702,0.2958,0.3702,0.334,1,36.5,False,EPL
2023-10-28,Wolves,Newcastle,draw,away_win,0.3893,0.3011,0.3096,0.3893,2,-55.2,False,EPL
2023-10-28,Bournemouth,Burnley,home_win,home_win,0.4833,0.4833,0.3155,0.2012,1,275.4,True,EPL
2023-10-28,Chelsea,Brentford,away_win,home_win,0.4302,0.4302,0.2637,0.3061,1,95.9,False,EPL
2023-10-28,Arsenal,Sheffield United,home_win,home_win,0.4733,0.4733,0.2922,0.2345,1,471.6,True,EPL
2023-10-29,West Ham,Everton,away_win,home_win,0.4783,0.4783,0.2857,0.236,2,64.3,False,EPL
2023-10-29,Aston Villa,Luton,home_win,home_win,0.4252,0.4252,0.3023,0.2725,1,251.6,True,EPL
2023-10-29,Brighton,Fulham,draw,home_win,0.3964,0.3964,0.2996,0.3041,2,44.8,False,EPL
2023-11-04,Burnley,Crystal Palace,away_win,draw,0.3698,0.3059,0.3698,0.3243,1,-129.4,False,EPL
2023-11-04,Newcastle,Arsenal,home_win,home_win,0.4525,0.4525,0.2138,0.3337,1,-97.1,True,EPL
2023-11-04,Sheffield United,Wolves,home_win,draw,0.4319,0.2625,0.4319,0.3056,1,-119.3,False,EPL
2023-11-04,Brentford,West Ham,home_win,home_win,0.4033,0.4033,0.304,0.2927,2,55.0,True,EPL
2023-11-04,Everton,Brighton,draw,away_win,0.391,0.2839,0.3252,0.391,2,-11.0,False,EPL
2023-11-05,Luton,Liverpool,draw,away_win,0.4346,0.2817,0.2837,0.4346,1,-292.7,False,EPL
2023-11-06,Tottenham,Chelsea,away_win,home_win,0.4246,0.4246,0.2812,0.2942,2,44.6,False,EPL
2023-11-11,Bournemouth,Newcastle,home_win,home_win,0.4099,0.4099,0.2786,0.3114,1,63.8,True,EPL
2023-11-11,Crystal Palace,Everton,away_win,home_win,0.4596,0.4596,0.2853,0.2551,2,96.2,False,EPL
2023-11-11,Wolves,Tottenham,home_win,draw,0.3973,0.2663,0.3973,0.3364,1,-36.6,False,EPL
2023-11-11,Arsenal,Burnley,home_win,home_win,0.4825,0.4825,0.2667,0.2508,1,408.7,True,EPL
2023-11-12,Aston Villa,Fulham,home_win,home_win,0.4189,0.4189,0.2823,0.2987,2,97.5,True,EPL
2023-11-12,Brighton,Sheffield United,draw,home_win,0.4578,0.4578,0.3448,0.1975,1,307.1,False,EPL
2023-11-12,Liverpool,Brentford,home_win,home_win,0.5219,0.5219,0.2588,0.2193,1,285.5,True,EPL
2023-11-25,Newcastle,Chelsea,home_win,home_win,0.4411,0.4411,0.2583,0.3007,2,63.3,True,EPL
2023-11-25,Brentford,Arsenal,away_win,home_win,0.3894,0.3894,0.2767,0.3339,1,-156.2,False,EPL
2023-11-25,Sheffield United,Bournemouth,away_win,away_win,0.4152,0.2393,0.3455,0.4152,1,-238.4,True,EPL
2023-11-25,Burnley,West Ham,away_win,draw,0.3968,0.2701,0.3968,0.3331,1,-97.4,False,EPL
2023-11-25,Luton,Crystal Palace,home_win,home_win,0.399,0.399,0.2918,0.3092,2,-84.2,True,EPL
2023-11-26,Tottenham,Aston Villa,away_win,home_win,0.3979,0.3979,0.3235,0.2785,1,-3.9,False,EPL
2023-11-27,Fulham,Wolves,home_win,home_win,0.448,0.448,0.3136,0.2385,2,143.0,True,EPL
2023-12-02,Burnley,Sheffield United,home_win,draw,0.3824,0.3721,0.3824,0.2455,1,113.0,False,EPL
2023-12-02,Arsenal,Wolves,home_win,home_win,0.4929,0.4929,0.2669,0.2403,2,302.3,True,EPL
2023-12-02,Brentford,Luton,home_win,home_win,0.414,0.414,0.3098,0.2762,1,157.2,True,EPL
2023-12-03,Liverpool,Fulham,home_win,home_win,0.5268,0.5268,0.262,0.2112,2,238.6,True,EPL
2023-12-03,West Ham,Crystal Palace,draw,home_win,0.4,0.4,0.3357,0.2643,2,18.0,False,EPL
2023-12-03,Bournemouth,Aston Villa,draw,home_win,0.4127,0.4127,0.3011,0.2862,1,28.6,False,EPL
2023-12-03,Chelsea,Brighton,home_win,home_win,0.4266,0.4266,0.2684,0.3051,2,54.2,True,EPL
2023-12-05,Wolves,Burnley,home_win,home_win,0.3984,0.3984,0.3459,0.2557,1,156.3,True,EPL
2023-12-05,Luton,Arsenal,away_win,home_win,0.3601,0.3601,0.2912,0.3488,1,-263.5,False,EPL
2023-12-06,Brighton,Brentford,home_win,home_win,0.411,0.411,0.2799,0.3091,1,91.7,True,EPL
2023-12-06,Crystal Palace,Bournemouth,away_win,draw,0.3977,0.2783,0.3977,0.324,1,3.9,False,EPL
2023-12-06,Sheffield United,Liverpool,away_win,away_win,0.4714,0.2078,0.3208,0.4714,1,-400.9,True,EPL
2023-12-07,Tottenham,West Ham,away_win,home_win,0.4279,0.4279,0.3067,0.2654,2,95.5,False,EPL
2023-12-07,Everton,Newcastle,home_win,away_win,0.4321,0.2686,0.2992,0.4321,2,-28.5,False,EPL
2023-12-09,Crystal Palace,Liverpool,away_win,away_win,0.4862,0.2504,0.2634,0.4862,2,-158.5,True,EPL
2023-12-09,Brighton,Burnley,draw,home_win,0.4643,0.4643,0.314,0.2217,1,244.1,False,EPL
2023-12-09,Sheffield United,Brentford,home_win,away_win,0.3928,0.2656,0.3416,0.3928,1,-165.4,False,EPL
2023-12-09,Aston Villa,Arsenal,home_win,home_win,0.3901,0.3901,0.2874,0.3225,1,-61.8,True,EPL
2023-12-10,Fulham,West Ham,home_win,home_win,0.4058,0.4058,0.3092,0.285,2,101.9,True,EPL
2023-12-10,Everton,Chelsea,home_win,away_win,0.4172,0.2803,0.3025,0.4172,2,-15.2,False,EPL
2023-12-10,Tottenham,Newcastle,home_win,home_win,0.391,0.391,0.3069,0.3022,1,31.3,True,EPL
2023-12-16,Chelsea,Sheffield United,home_win,home_win,0.474,0.474,0.3263,0.1997,1,311.3,True,EPL
2023-12-16,Newcastle,Fulham,home_win,home_win,0.4361,0.4361,0.2781,0.2858,2,62.3,True,EPL
2023-12-16,Burnley,Everton,away_win,draw,0.3581,0.3564,0.3581,0.2855,1,-83.1,False,EPL
2023-12-17,Arsenal,Brighton,home_win,home_win,0.4515,0.4515,0.2387,0.3098,2,214.5,True,EPL
2023-12-17,Brentford,Aston Villa,away_win,home_win,0.3607,0.3607,0.3412,0.2981,1,-44.4,False,EPL
2023-12-17,West Ham,Wolves,home_win,home_win,0.422,0.422,0.3286,0.2494,2,91.1,True,EPL
2023-12-21,Crystal Palace,Brighton,draw,draw,0.3685,0.3177,0.3685,0.3138,1,35.3,True,EPL
2023-12-22,Aston Villa,Sheffield United,draw,home_win,0.4629,0.4629,0.3388,0.1983,1,359.8,False,EPL
2023-12-23,Fulham,Burnley,away_win,home_win,0.4606,0.4606,0.3204,0.219,1,249.3,False,EPL
2023-12-23,Luton,Newcastle,home_win,draw,0.3602,0.3083,0.3602,0.3315,1,-116.4,False,EPL
2023-12-23,Tottenham,Everton,home_win,home_win,0.5351,0.5351,0.2605,0.2044,2,109.8,True,EPL
2023-12-23,Liverpool,Arsenal,draw,home_win,0.5616,0.5616,0.1991,0.2392,1,79.3,False,EPL
2023-12-24,Wolves,Chelsea,home_win,draw,0.37,0.2899,0.37,0.3401,1,-42.0,False,EPL
2023-12-26,Burnley,Liverpool,away_win,away_win,0.4805,0.2268,0.2927,0.4805,1,-337.9,True,EPL
2023-12-26,Sheffield United,Luton,away_win,draw,0.4413,0.2484,0.4413,0.3103,1,-58.2,False,EPL
2023-12-26,Bournemouth,Fulham,home_win,home_win,0.4313,0.4313,0.2864,0.2823,2,76.1,True,EPL
2023-12-27,Chelsea,Crystal Palace,home_win,home_win,0.478,0.478,0.2586,0.2634,2,68.9,True,EPL
2023-12-27,Brentford,Wolves,away_win,home_win,0.4513,0.4513,0.3007,0.248,2,96.1,False,EPL
2023-12-28,Arsenal,West Ham,away_win,home_win,0.4503,0.4503,0.2566,0.2932,2,261.2,False,EPL
2023-12-28,Brighton,Tottenham,home_win,draw,0.3557,0.3426,0.3557,0.3017,1,51.2,False,EPL
2023-12-30,Luton,Chelsea,away_win,draw,0.3445,0.3342,0.3445,0.3213,1,-103.1,False,EPL
2023-12-30,Aston Villa,Burnley,home_win,home_win,0.4708,0.4708,0.3091,0.2201,1,296.8,True,EPL
2023-12-30,Crystal Palace,Brentford,home_win,draw,0.3423,0.3349,0.3423,0.3228,1,76.9,False,EPL
2023-12-30,Wolves,Everton,home_win,home_win,0.4008,0.4008,0.3388,0.2604,2,23.2,True,EPL
2023-12-31,Fulham,Arsenal,home_win,home_win,0.3754,0.3754,0.2928,0.3318,1,-109.4,True,EPL
2023-12-31,Tottenham,Bournemouth,home_win,home_win,0.3796,0.3796,0.3252,0.2952,2,17.5,True,EPL
2024-01-01,Liverpool,Newcastle,home_win,home_win,0.5045,0.5045,0.256,0.2395,1,226.3,True,EPL
2024-01-02,West Ham,Brighton,draw,draw,0.4118,0.3212,0.4118,0.267,1,3.3,True,EPL
2024-01-12,Burnley,Luton,draw,draw,0.4561,0.2622,0.4561,0.2817,1,4.8,True,EPL
2024-01-13,Chelsea,Fulham,home_win,home_win,0.4199,0.4199,0.2784,0.3017,2,49.0,True,EPL
2024-01-14,Everton,Aston Villa,draw,away_win,0.4293,0.2914,0.2793,0.4293,2,-63.7,False,EPL
2024-01-20,Arsenal,Crystal Palace,home_win,home_win,0.5018,0.5018,0.2447,0.2535,2,229.3,True,EPL
2024-01-21,Sheffield United,West Ham,draw,away_win,0.3752,0.2568,0.368,0.3752,1,-160.4,False,EPL
2024-01-21,Bournemouth,Liverpool,away_win,away_win,0.4103,0.3263,0.2634,0.4103,2,-112.5,True,EPL
2024-01-22,Brighton,Wolves,draw,home_win,0.4522,0.4522,0.3067,0.2411,2,137.8,False,EPL
2024-01-30,Aston Villa,Newcastle,away_win,home_win,0.3637,0.3637,0.332,0.3043,1,85.2,False,EPL
2024-01-30,Crystal Palace,Sheffield United,home_win,home_win,0.4268,0.4268,0.3483,0.2248,1,292.3,True,EPL
2024-01-30,Fulham,Everton,draw,home_win,0.5072,0.5072,0.2734,0.2195,2,116.2,False,EPL
2024-01-30,Luton,Brighton,home_win,draw,0.36,0.329,0.36,0.3111,1,-98.9,False,EPL
2024-01-31,Tottenham,Brentford,home_win,home_win,0.4336,0.4336,0.284,0.2824,1,90.5,True,EPL
2024-01-31,Liverpool,Chelsea,home_win,home_win,0.5307,0.5307,0.2432,0.2261,2,239.6,True,EPL
2024-02-01,West Ham,Bournemouth,draw,draw,0.3935,0.3065,0.3935,0.3,1,-28.0,True,EPL
2024-02-03,Burnley,Fulham,draw,away_win,0.3882,0.2937,0.318,0.3882,1,-149.3,False,EPL
2024-02-03,Sheffield United,Aston Villa,away_win,away_win,0.4086,0.2588,0.3326,0.4086,1,-259.8,True,EPL
2024-02-03,Newcastle,Luton,draw,home_win,0.4394,0.4394,0.3067,0.2539,1,216.4,False,EPL
2024-02-03,Brighton,Crystal Palace,home_win,home_win,0.4524,0.4524,0.278,0.2695,2,64.7,True,EPL
2024-02-03,Everton,Tottenham,draw,away_win,0.4124,0.2625,0.325,0.4124,2,-9.8,False,EPL
2024-02-04,Chelsea,Wolves,away_win,home_win,0.4745,0.4745,0.2877,0.2379,2,142.0,False,EPL
2024-02-04,Arsenal,Liverpool,home_win,away_win,0.4259,0.3217,0.2524,0.4259,1,20.7,False,EPL
2024-02-10,Tottenham,Brighton,home_win,home_win,0.4251,0.4251,0.2921,0.2828,2,48.8,True,EPL
2024-02-10,Luton,Sheffield United,away_win,home_win,0.4193,0.4193,0.3756,0.205,1,158.2,False,EPL
2024-02-10,Wolves,Brentford,away_win,draw,0.4189,0.2787,0.4189,0.3024,1,3.9,False,EPL
2024-02-10,Fulham,Bournemouth,home_win,draw,0.3821,0.3258,0.3821,0.2921,1,23.9,False,EPL
2024-02-10,Liverpool,Burnley,home_win,home_win,0.5411,0.5411,0.2907,0.1682,1,437.9,True,EPL
2024-02-11,West Ham,Arsenal,away_win,home_win,0.3551,0.3551,0.3029,0.3419,1,-161.2,False,EPL
2024-02-12,Crystal Palace,Chelsea,away_win,draw,0.3554,0.3132,0.3554,0.3314,1,31.1,False,EPL
2024-02-17,Tottenham,Wolves,away_win,home_win,0.4707,0.4707,0.3075,0.2218,2,136.6,False,EPL
2024-02-17,Newcastle,Bournemouth,draw,home_win,0.3973,0.3973,0.2987,0.304,2,36.2,False,EPL
2024-02-17,Fulham,Aston Villa,away_win,draw,0.3913,0.3362,0.3913,0.2725,1,2.5,False,EPL
2024-02-17,Burnley,Arsenal,away_win,away_win,0.4219,0.3244,0.2537,0.4219,1,-308.7,True,EPL
2024-02-17,Brentford,Liverpool,away_win,away_win,0.4373,0.3035,0.2591,0.4373,1,-185.5,True,EPL
2024-02-18,Sheffield United,Brighton,away_win,away_win,0.3973,0.2617,0.341,0.3973,1,-207.1,True,EPL
2024-02-19,Everton,Crystal Palace,draw,draw,0.4032,0.2893,0.4032,0.3075,1,3.8,True,EPL
2024-02-21,Liverpool,Luton,home_win,home_win,0.4954,0.4954,0.2905,0.2142,1,392.7,True,EPL
2024-02-24,Arsenal,Newcastle,home_win,home_win,0.3908,0.3908,0.2908,0.3185,1,197.1,True,EPL
2024-02-24,Brighton,Everton,draw,home_win,0.5134,0.5134,0.2658,0.2207,2,111.0,False,EPL
2024-02-24,Crystal Palace,Burnley,home_win,home_win,0.4264,0.4264,0.3186,0.2549,1,229.4,True,EPL
2024-02-25,Wolves,Sheffield United,home_win,home_win,0.4018,0.4018,0.3779,0.2203,1,219.3,True,EPL
2024-02-26,West Ham,Brentford,home_win,draw,0.3746,0.3447,0.3746,0.2806,1,45.0,False,EPL
2024-03-02,Brentford,Chelsea,draw,draw,0.3714,0.349,0.3714,0.2795,1,4.1,True,EPL
2024-03-02,Everton,West Ham,away_win,draw,0.3831,0.2779,0.3831,0.339,1,35.7,False,EPL
2024-03-02,Fulham,Brighton,home_win,home_win,0.4023,0.4023,0.2907,0.307,2,55.2,True,EPL
2024-03-02,Newcastle,Wolves,home_win,home_win,0.4816,0.4816,0.2975,0.2209,2,155.2,True,EPL
2024-03-02,Tottenham,Crystal Palace,home_win,home_win,0.4745,0.4745,0.2758,0.2497,2,63.5,True,EPL
2024-03-02,Luton,Aston Villa,away_win,draw,0.3495,0.3245,0.3495,0.326,1,-151.6,False,EPL
2024-03-03,Burnley,Bournemouth,away_win,away_win,0.4118,0.2723,0.3159,0.4118,1,-175.4,True,EPL
2024-03-04,Sheffield United,Arsenal,away_win,away_win,0.4253,0.2964,0.2783,0.4253,1,-371.6,True,EPL
2024-03-09,Bournemouth,Sheffield United,draw,home_win,0.4727,0.4727,0.3472,0.1801,1,338.4,False,EPL
2024-03-09,Crystal Palace,Luton,draw,draw,0.3679,0.3483,0.3679,0.2838,1,184.2,True,EPL
2024-03-09,Wolves,Fulham,home_win,draw,0.3924,0.2864,0.3924,0.3212,1,-43.0,False,EPL
2024-03-09,Arsenal,Brentford,home_win,home_win,0.4446,0.4446,0.2334,0.322,1,256.2,True,EPL
2024-03-10,Aston Villa,Tottenham,away_win,home_win,0.3611,0.3611,0.3421,0.2969,1,103.9,False,EPL
2024-03-10,West Ham,Burnley,draw,home_win,0.4421,0.4421,0.3369,0.221,1,197.4,False,EPL
2024-03-11,Chelsea,Newcastle,home_win,home_win,0.3572,0.3572,0.3419,0.3009,1,36.7,True,EPL
2024-03-13,Bournemouth,Luton,home_win,home_win,0.4361,0.4361,0.3136,0.2504,1,230.2,True,EPL
2024-03-16,Fulham,Tottenham,home_win,draw,0.3569,0.3429,0.3569,0.3002,1,56.4,False,EPL
2024-03-16,Burnley,Brentford,home_win,away_win,0.3853,0.3025,0.3122,0.3853,1,-102.4,False,EPL
2024-03-17,West Ham,Aston Villa,draw,draw,0.3626,0.3341,0.3626,0.3033,1,-49.4,True,EPL
2024-03-30,Newcastle,West Ham,home_win,home_win,0.4376,0.4376,0.2964,0.266,2,114.2,True,EPL
2024-03-30,Bournemouth,Everton,home_win,home_win,0.5394,0.5394,0.2628,0.1978,2,142.3,True,EPL
2024-03-30,Chelsea,Burnley,draw,home_win,0.4826,0.4826,0.2963,0.2211,1,248.3,False,EPL
2024-03-30,Sheffield United,Fulham,draw,away_win,0.3956,0.2568,0.3476,0.3956,1,-212.3,False,EPL
2024-03-30,Tottenham,Luton,home_win,home_win,0.4329,0.4329,0.3185,0.2486,1,197.7,True,EPL
2024-03-30,Aston Villa,Wolves,home_win,home_win,0.4647,0.4647,0.3039,0.2314,2,190.5,True,EPL
2024-03-31,Liverpool,Brighton,home_win,home_win,0.5302,0.5302,0.2568,0.2129,2,243.8,True,EPL
2024-04-02,West Ham,Tottenham,draw,draw,0.4197,0.2967,0.4197,0.2835,1,4.5,True,EPL
2024-04-02,Burnley,Wolves,draw,draw,0.4041,0.3044,0.4041,0.2916,1,-56.3,True,EPL
2024-04-02,Newcastle,Everton,draw,home_win,0.5482,0.5482,0.2519,0.2,2,128.5,False,EPL
2024-04-02,Bournemouth,Crystal Palace,home_win,home_win,0.4796,0.4796,0.2765,0.2439,2,96.1,True,EPL
2024-04-03,Arsenal,Luton,home_win,home_win,0.4373,0.4373,0.2523,0.3104,1,363.5,True,EPL
2024-04-03,Brentford,Brighton,draw,home_win,0.3835,0.3835,0.3222,0.2944,2,8.3,False,EPL
2024-04-04,Liverpool,Sheffield United,home_win,home_win,0.5195,0.5195,0.3213,0.1593,1,500.9,True,EPL
2024-04-06,Wolves,West Ham,away_win,draw,0.4399,0.2775,0.4399,0.2826,1,8.9,False,EPL
2024-04-06,Brighton,Arsenal,away_win,home_win,0.3812,0.3812,0.2864,0.3325,1,-114.5,False,EPL
2024-04-06,Luton,Bournemouth,home_win,draw,0.3661,0.3024,0.3661,0.3315,1,-130.2,False,EPL
2024-04-06,Aston Villa,Brentford,draw,home_win,0.4235,0.4235,0.2749,0.3016,1,144.4,False,EPL
2024-04-06,Everton,Burnley,home_win,home_win,0.3846,0.3846,0.3129,0.3025,1,183.1,True,EPL
2024-04-06,Fulham,Newcastle,away_win,draw,0.3629,0.3366,0.3629,0.3005,1,37.7,False,EPL
2024-04-07,Sheffield United,Chelsea,draw,away_win,0.4101,0.2663,0.3236,0.4101,1,-211.3,False,EPL
2024-04-13,Brentford,Sheffield United,home_win,home_win,0.4599,0.4599,0.3423,0.1978,1,265.4,True,EPL
2024-04-13,Newcastle,Tottenham,home_win,home_win,0.409,0.409,0.2828,0.3083,1,68.7,True,EPL
2024-04-13,Burnley,Brighton,draw,away_win,0.3898,0.2982,0.312,0.3898,1,-144.1,False,EPL
2024-04-14,Liverpool,Crystal Palace,away_win,home_win,0.5771,0.5771,0.2498,0.1731,2,258.5,False,EPL
2024-04-14,West Ham,Fulham,away_win,draw,0.419,0.3163,0.419,0.2647,1,-1.9,False,EPL
2024-04-14,Arsenal,Aston Villa,away_win,home_win,0.4499,0.4499,0.2361,0.314,1,161.8,False,EPL
2024-04-15,Chelsea,Everton,home_win,home_win,0.5422,0.5422,0.2444,0.2134,2,115.2,True,EPL
2024-04-20,Luton,Brentford,away_win,draw,0.3659,0.3319,0.3659,0.3022,1,-57.2,False,EPL
2024-04-20,Sheffield United,Burnley,away_win,draw,0.4831,0.2699,0.4831,0.247,1,-13.0,False,EPL
2024-04-20,Wolves,Arsenal,away_win,away_win,0.4156,0.3236,0.2608,0.4156,2,-202.3,True,EPL
2024-04-21,Fulham,Liverpool,away_win,away_win,0.4367,0.2959,0.2674,0.4367,2,-138.6,True,EPL
2024-04-21,Crystal Palace,West Ham,home_win,draw,0.3674,0.3349,0.3674,0.2977,1,82.0,False,EPL
2024-04-21,Aston Villa,Bournemouth,home_win,home_win,0.3602,0.3602,0.339,0.3008,2,71.4,True,EPL
2024-04-23,Arsenal,Chelsea,home_win,home_win,0.444,0.444,0.2234,0.3326,2,210.3,True,EPL
2024-04-24,Wolves,Bournemouth,away_win,away_win,0.3891,0.2979,0.313,0.3891,2,-69.1,True,EPL
2024-04-24,Crystal Palace,Newcastle,home_win,draw,0.3773,0.2877,0.3773,0.335,1,17.8,False,EPL
